,RUL-predicted,TRUE-RUL
3063,224.4375,204
3064,226.4225,203
3065,220.18,202
3066,209.4925,201
3067,230.8,200
3068,212.905,199
3069,229.01,198
3070,202.9725,197
3071,227.2875,196
3072,205.1325,195
3073,196.0125,194
3074,218.2675,193
3075,209.855,192
3076,215.9775,191
3077,212.895,190
3078,210.2125,189
3079,207.225,188
3080,216.535,187
3081,193.5125,186
3082,222.1,185
3083,197.235,184
3084,200.925,183
3085,200.275,182
3086,208.835,181
3087,203.0875,180
3088,188.4375,179
3089,189.505,178
3090,190.3175,177
3091,197.055,176
3092,202.445,175
3093,192.7275,174
3094,202.535,173
3095,190.9525,172
3096,189.8525,171
3097,189.7475,170
3098,188.235,169
3099,209.1525,168
3100,193.0925,167
3101,178.085,166
3102,178.855,165
3103,191.6125,164
3104,198.445,163
3105,190.14,162
3106,192.2525,161
3107,166.925,160
3108,170.99,159
3109,182.3575,158
3110,181.1325,157
3111,180.3525,156
3112,167.6,155
3113,177.47,154
3114,188.2075,153
3115,158.725,152
3116,166.395,151
3117,170.8525,150
3118,183.1375,149
3119,172.4475,148
3120,174.1675,147
3121,181.73,146
3122,183.8225,145
3123,189.03,144
3124,177.17,143
3125,156.6575,142
3126,173.1825,141
3127,175.345,140
3128,152.99,139
3129,164.8575,138
3130,144.5,137
3131,157.3625,136
3132,147.375,135
3133,167.9475,134
3134,170.9175,133
3135,160.2,132
3136,129.4125,131
3137,147.65,130
3138,141.645,129
3139,163.46,128
3140,168.4475,127
3141,153.6825,126
3142,185.29,125
3143,159.545,124
3144,159.6275,123
3145,172.2425,122
3146,165.91,121
3147,154.445,120
3148,152.01,119
3149,165.415,118
3150,144.0275,117
3151,145.95,116
3152,151.64,115
3153,153.69,114
3154,134.09,113
3155,142.485,112
3156,147.8875,111
3157,140.97,110
3158,156.2775,109
3159,134.2375,108
3160,133.525,107
3161,141.4725,106
3162,146.2025,105
3163,139.395,104
3164,143.025,103
3165,138.2175,102
3166,140.6125,101
3167,134.57,100
3168,141.6125,99
3169,148.1175,98
3170,137.0775,97
3171,153.455,96
3172,129.78,95
3173,128.5,94
3174,121.645,93
3175,120.615,92
3176,109.81,91
3177,143.935,90
3178,137.71,89
3179,123.2475,88
3180,155.3825,87
3181,130.285,86
3182,127.9325,85
3183,127.805,84
3184,110.005,83
3185,87.86,82
3186,98.855,81
3187,123.7875,80
3188,98.125,79
3189,99.775,78
3190,116.68,77
3191,113.88,76
3192,121.8575,75
3193,103.22,74
3194,90.7825,73
3195,91.89,72
3196,103.82,71
3197,110.585,70
3198,127.285,69
3199,123.5775,68
3200,115.9875,67
3201,108.31,66
3202,191.29,254
3203,191.685,253
3204,194.87,252
3205,192.24,251
3206,197.63,250
3207,181.915,249
3208,200.975,248
3209,200.9575,247
3210,183.59,246
3211,184.07,245
3212,181.9475,244
3213,183.9975,243
3214,183.4375,242
3215,183.64,241
3216,187.445,240
3217,196.065,239
3218,183.2425,238
3219,178.1975,237
3220,174.9475,236
3221,162.1525,235
3222,176.955,234
3223,178.0975,233
3224,182.8075,232
3225,175.38,231
3226,185.255,230
3227,207.075,229
3228,172.02,228
3229,167.555,227
3230,184.525,226
3231,177.62,225
3232,190.225,224
3233,174.755,223
3234,161.03,222
3235,165.2075,221
3236,161.1225,220
3237,165.5025,219
3238,158.2375,218
3239,159.1025,217
3240,162.5775,216
3241,154.7,215
3242,174.3675,214
3243,169.8625,213
3244,159.01,212
3245,163.6125,211
3246,153.515,210
3247,160.75,209
3248,178.46,208
3249,148.0975,207
3250,146.2425,206
3251,158.1875,205
3252,153.3325,204
3253,149.605,203
3254,152.435,202
3255,162.7425,201
3256,163.695,200
3257,161.44,199
3258,143.7625,198
3259,149.2625,197
3260,144.8325,196
3261,143.0325,195
3262,140.3025,194
3263,139.7925,193
3264,130.7425,192
3265,144.1775,191
3266,132.5175,190
3267,132.18,189
3268,136.345,188
3269,159.2875,187
3270,118.315,186
3271,127.1025,185
3272,135.525,184
3273,127.0725,183
3274,128.6325,182
3275,136.9525,181
3276,130.6125,180
3277,131.7575,179
3278,131.4875,178
3279,125.9,177
3280,123.095,176
3281,120.62,175
3282,124.6,174
3283,114.1825,173
3284,119.4475,172
3285,128.81,171
3286,122.385,170
3287,129.4525,169
3288,124.0825,168
3289,112.9575,167
3290,116.31,166
3291,119.8175,165
3292,114.0325,164
3293,123.45,163
3294,114.0175,162
3295,138.8825,161
3296,105.975,160
3297,106.52,159
3298,115.5175,158
3299,117.3475,157
3300,112.585,156
3301,93.295,155
3302,105.71,154
3303,110.5775,153
3304,112.725,152
3305,117.9,151
3306,93.995,150
3307,95.2275,149
3308,105.9325,148
3309,104.7425,147
3310,90.8475,146
3311,102.6275,145
3312,99.255,144
3313,103.9075,143
3314,93.7975,142
3315,99.9275,141
3316,94.0975,140
3317,86.065,139
3318,98.4,138
3319,123.6225,137
3320,95.085,136
3321,118.605,135
3322,91.9925,134
3323,98.21,133
3324,138.6575,132
3325,84.4125,131
3326,80.2975,130
3327,107.3825,129
3328,97.475,128
3329,115.515,127
3330,88.9975,126
3331,93.3675,125
3332,104.2975,124
3333,95.5625,123
3334,100.3875,122
3335,104.5075,121
3336,86.89,120
3337,74.8275,119
3338,110.66,118
3339,94.95,117
3340,111.3375,116
3341,87.79,115
3342,81.7575,114
3343,115.75,113
3344,96.715,112
3345,82.485,111
3346,91.0925,110
3347,94.6025,109
3348,94.0925,108
3349,86.0125,107
3350,93.855,106
3351,92.1225,105
3352,81.7075,104
3353,89.79,103
3354,98.87,102
3355,112.1075,101
3356,90.92,100
3357,113.625,99
3358,80.005,98
3359,82.135,97
3360,231.97,260
3361,235.32,259
3362,224.985,258
3363,215.0975,257
3364,225.48,256
3365,212.8325,255
3366,208.2725,254
3367,214.065,253
3368,204.1375,252
3369,207.6125,251
3370,235.0,250
3371,210.57,249
3372,203.6275,248
3373,201.7525,247
3374,196.93,246
3375,206.095,245
3376,189.56,244
3377,191.685,243
3378,211.3525,242
3379,201.6025,241
3380,186.365,240
3381,207.6875,239
3382,220.265,238
3383,193.61,237
3384,178.985,236
3385,200.785,235
3386,189.25,234
3387,185.23,233
3388,189.18,232
3389,189.605,231
3390,198.9225,230
3391,209.14,229
3392,188.7825,228
3393,173.56,227
3394,190.185,226
3395,192.5075,225
3396,187.55,224
3397,180.705,223
3398,179.465,222
3399,176.1575,221
3400,174.855,220
3401,172.8275,219
3402,179.0475,218
3403,179.74,217
3404,178.0525,216
3405,173.595,215
3406,180.1525,214
3407,162.065,213
3408,168.385,212
3409,157.1,211
3410,168.16,210
3411,151.7175,209
3412,160.7225,208
3413,146.45,207
3414,148.3325,206
3415,173.04,205
3416,161.9225,204
3417,160.635,203
3418,154.25,202
3419,154.345,201
3420,149.245,200
3421,167.6625,199
3422,156.2525,198
3423,167.33,197
3424,159.2925,196
3425,135.8875,195
3426,148.7075,194
3427,156.89,193
3428,135.4675,192
3429,151.295,191
3430,166.995,190
3431,141.985,189
3432,167.9875,188
3433,140.6225,187
3434,150.0825,186
3435,143.8325,185
3436,140.1225,184
3437,122.0975,183
3438,130.0325,182
3439,153.3125,181
3440,128.9725,180
3441,155.9,179
3442,159.74,178
3443,163.7775,177
3444,139.86,176
3445,155.26,175
3446,132.32,174
3447,132.87,173
3448,139.345,172
3449,141.1825,171
3450,144.8725,170
3451,138.1675,169
3452,139.9075,168
3453,135.4175,167
3454,129.1675,166
3455,146.01,165
3456,132.05,164
3457,127.79,163
3458,144.405,162
3459,119.9225,161
3460,113.58,160
3461,113.5925,159
3462,145.0625,158
3463,149.6025,157
3464,132.91,156
3465,130.8875,155
3466,141.2275,154
3467,120.9625,153
3468,150.1725,152
3469,120.725,151
3470,144.4275,150
3471,128.7875,149
3472,109.6575,148
3473,145.9125,147
3474,122.535,146
3475,129.3725,145
3476,122.0825,144
3477,125.115,143
3478,95.03,142
3479,115.6475,141
3480,104.93,140
3481,114.5275,139
3482,102.9075,138
3483,131.6925,137
3484,112.0625,136
3485,106.275,135
3486,126.87,134
3487,122.41,133
3488,132.865,132
3489,107.7975,131
3490,100.3175,130
3491,109.3325,129
3492,102.355,128
3493,143.4025,127
3494,103.2275,126
3495,94.115,125
3496,107.715,124
3497,122.115,123
3498,102.0975,122
3499,105.9925,121
3500,131.125,120
3501,112.6875,119
3502,113.9625,118
3503,110.365,117
3504,98.9975,116
3505,98.95,115
3506,108.0275,114
3507,97.9375,113
3508,105.8925,112
3509,132.63,111
3510,110.2325,110
3511,93.24,109
3512,125.0725,108
3513,97.3625,107
3514,91.145,106
3515,110.515,105
3516,118.785,104
3517,126.3725,103
3518,111.335,102
3519,97.9525,101
3520,95.24,100
3521,86.665,99
3522,105.0675,98
3523,96.3625,97
3524,109.8025,96
3525,93.735,95
3526,115.735,94
3527,97.845,93
3528,119.2875,92
3529,108.965,91
3530,97.9875,90
3531,195.855,257
3532,185.3725,256
3533,188.8975,255
3534,204.79,254
3535,185.6625,253
3536,194.02,252
3537,185.1925,251
3538,177.7425,250
3539,191.9625,249
3540,186.3625,248
3541,180.675,247
3542,184.8925,246
3543,185.4475,245
3544,199.23,244
3545,183.515,243
3546,181.42,242
3547,181.9825,241
3548,168.12,240
3549,181.18,239
3550,178.5575,238
3551,173.9875,237
3552,182.085,236
3553,174.1825,235
3554,171.005,234
3555,171.87,233
3556,169.9525,232
3557,174.625,231
3558,175.7925,230
3559,164.975,229
3560,167.76,228
3561,173.385,227
3562,169.065,226
3563,165.735,225
3564,155.785,224
3565,175.8475,223
3566,159.9825,222
3567,151.095,221
3568,167.7925,220
3569,155.0825,219
3570,151.615,218
3571,164.3175,217
3572,156.1875,216
3573,158.515,215
3574,155.195,214
3575,149.8175,213
3576,151.0575,212
3577,154.225,211
3578,152.285,210
3579,145.785,209
3580,147.9425,208
3581,145.2475,207
3582,138.475,206
3583,146.0375,205
3584,151.8625,204
3585,146.645,203
3586,145.755,202
3587,148.1875,201
3588,135.82,200
3589,160.6925,199
3590,134.4425,198
3591,129.585,197
3592,147.3775,196
3593,135.5075,195
3594,146.1975,194
3595,136.275,193
3596,134.96,192
3597,128.9975,191
3598,142.2575,190
3599,131.6225,189
3600,134.5825,188
3601,130.9225,187
3602,129.1375,186
3603,126.005,185
3604,125.69,184
3605,127.1325,183
3606,118.86,182
3607,133.155,181
3608,121.4575,180
3609,130.15,179
3610,121.5975,178
3611,113.5125,177
3612,114.745,176
3613,128.775,175
3614,114.3025,174
3615,116.5025,173
3616,117.1025,172
3617,127.6825,171
3618,116.8875,170
3619,120.6675,169
3620,108.145,168
3621,110.83,167
3622,112.1525,166
3623,108.525,165
3624,112.095,164
3625,108.005,163
3626,116.1475,162
3627,105.5425,161
3628,103.315,160
3629,103.365,159
3630,96.465,158
3631,87.46,157
3632,102.455,156
3633,112.0825,155
3634,100.3525,154
3635,100.8525,153
3636,90.5225,152
3637,92.0875,151
3638,92.185,150
3639,106.8075,149
3640,97.08,148
3641,89.955,147
3642,80.3325,146
3643,91.7725,145
3644,92.55,144
3645,95.3075,143
3646,93.5,142
3647,66.8875,141
3648,106.83,140
3649,87.3025,139
3650,74.37,138
3651,82.065,137
3652,90.4575,136
3653,81.7675,135
3654,84.65,134
3655,80.2175,133
3656,73.0075,132
3657,82.945,131
3658,72.6475,130
3659,95.285,129
3660,92.39,128
3661,66.1425,127
3662,83.5975,126
3663,88.0525,125
3664,71.2525,124
3665,92.8725,123
3666,84.9825,122
3667,84.355,121
3668,60.7325,120
3669,83.6625,119
3670,78.5875,118
3671,75.8875,117
3672,74.0125,116
3673,74.965,115
3674,214.89,203
3675,200.2475,202
3676,196.0175,201
3677,197.2325,200
3678,206.5825,199
3679,209.29,198
3680,192.29,197
3681,200.5975,196
3682,196.0125,195
3683,194.1575,194
3684,195.3925,193
3685,192.6675,192
3686,187.2475,191
3687,191.6025,190
3688,202.035,189
3689,192.11,188
3690,187.96,187
3691,192.175,186
3692,186.675,185
3693,174.1275,184
3694,185.95,183
3695,187.005,182
3696,193.505,181
3697,181.1725,180
3698,192.5775,179
3699,184.81,178
3700,175.9775,177
3701,174.34,176
3702,174.3125,175
3703,178.5825,174
3704,176.2125,173
3705,172.42,172
3706,155.8225,171
3707,161.9725,170
3708,164.83,169
3709,184.7475,168
3710,170.3,167
3711,173.655,166
3712,168.0725,165
3713,157.825,164
3714,166.945,163
3715,158.57,162
3716,156.55,161
3717,148.21,160
3718,159.3325,159
3719,162.99,158
3720,158.13,157
3721,152.4625,156
3722,150.7975,155
3723,158.3525,154
3724,160.7725,153
3725,155.015,152
3726,162.1075,151
3727,140.7675,150
3728,146.02,149
3729,147.8375,148
3730,151.13,147
3731,139.365,146
3732,149.795,145
3733,146.225,144
3734,129.475,143
3735,146.1425,142
3736,149.2325,141
3737,132.055,140
3738,124.4175,139
3739,155.6175,138
3740,143.57,137
3741,138.0225,136
3742,135.0375,135
3743,111.98,134
3744,140.4525,133
3745,119.605,132
3746,123.1275,131
3747,126.205,130
3748,136.6975,129
3749,128.5325,128
3750,125.1475,127
3751,134.1025,126
3752,123.3225,125
3753,127.48,124
3754,122.8775,123
3755,146.6575,122
3756,108.7225,121
3757,137.005,120
3758,142.18,119
3759,128.6375,118
3760,115.375,117
3761,119.9075,116
3762,103.26,115
3763,111.5875,114
3764,94.32,113
3765,98.065,112
3766,101.2525,111
3767,100.315,110
3768,129.45,109
3769,120.055,108
3770,107.1375,107
3771,111.6625,106
3772,108.735,105
3773,119.085,104
3774,101.595,103
3775,93.3725,102
3776,91.1775,101
3777,93.2,100
3778,135.6025,99
3779,103.0475,98
3780,94.785,97
3781,97.5125,96
3782,115.9225,95
3783,121.645,94
3784,120.6075,93
3785,98.1625,92
3786,100.8875,91
3787,114.9525,90
3788,107.275,89
3789,104.51,88
3790,89.385,87
3791,80.05,86
3792,93.07,85
3793,91.665,84
3794,76.07,83
3795,91.4975,82
3796,92.6475,81
3797,99.24,80
3798,91.26,79
3799,84.2975,78
3800,96.46,77
3801,77.125,76
3802,91.25,75
3803,85.3775,74
3804,90.5225,73
3805,77.7925,72
3806,98.8175,71
3807,99.5825,70
3808,71.9175,69
3809,71.1975,68
3810,83.165,67
3811,81.245,66
3812,71.605,65
3813,79.94,64
3814,81.425,63
3815,79.035,62
3816,78.265,61
3817,70.995,60
3818,60.675,59
3819,72.1025,58
3820,78.705,57
3821,51.85,56
3822,66.4025,55
3823,63.7725,54
3824,62.6025,53
3825,61.08,52
3826,55.8525,51
3827,53.8825,50
3828,63.2375,49
3829,61.765,48
3830,51.23,47
3831,80.4525,46
3832,49.3,45
3833,55.145,44
3834,46.5275,43
3835,47.3675,42
3836,49.7725,41
3837,56.5375,40
3838,55.4575,39
3839,60.7175,38
3840,43.4425,37
3841,48.3825,36
3842,38.5925,35
3843,52.57,34
3844,45.75,33
3845,50.5225,32
3846,43.1125,31
3847,37.315,30
3848,48.64,29
3849,27.03,28
3850,41.535,27
3851,28.6375,26
3852,16.4725,25
3853,25.7025,24
3854,25.365,23
3855,23.305,22
3856,31.985,21
3857,26.01,20
3858,19.3275,19
3859,17.995,18
3860,18.895,17
3861,24.1675,16
3862,27.7625,15
3863,16.695,14
3864,23.8225,13
3865,8.31,12
3866,9.74,11
3867,13.25,10
3868,17.56,9
3869,21.7125,8
3870,198.77,192
3871,211.89,191
3872,230.6225,190
3873,215.385,189
3874,195.3325,188
3875,197.13,187
3876,238.6475,186
3877,215.0975,185
3878,207.6325,184
3879,207.315,183
3880,222.2275,182
3881,210.825,181
3882,217.935,180
3883,195.82,179
3884,196.975,178
3885,194.5675,177
3886,203.4475,176
3887,220.84,175
3888,211.8025,174
3889,196.7425,173
3890,204.9325,172
3891,197.8175,171
3892,188.345,170
3893,193.21,169
3894,193.395,168
3895,188.8825,167
3896,189.3425,166
3897,183.215,165
3898,183.395,164
3899,196.375,163
3900,186.2,162
3901,175.8725,161
3902,179.6925,160
3903,173.85,159
3904,190.24,158
3905,186.9525,157
3906,181.0425,156
3907,191.3975,155
3908,173.7325,154
3909,183.135,153
3910,182.4575,152
3911,178.305,151
3912,187.635,150
3913,183.1075,149
3914,181.5825,148
3915,169.8725,147
3916,168.64,146
3917,187.8,145
3918,174.545,144
3919,179.375,143
3920,174.2425,142
3921,160.495,141
3922,171.46,140
3923,174.885,139
3924,172.66,138
3925,169.305,137
3926,168.295,136
3927,160.6975,135
3928,162.9125,134
3929,182.03,133
3930,158.68,132
3931,164.8425,131
3932,157.8725,130
3933,163.9925,129
3934,165.135,128
3935,147.59,127
3936,154.2,126
3937,151.125,125
3938,158.5025,124
3939,139.735,123
3940,149.335,122
3941,148.72,121
3942,153.1625,120
3943,136.385,119
3944,150.4575,118
3945,149.03,117
3946,155.495,116
3947,154.4875,115
3948,165.715,114
3949,145.9375,113
3950,123.8025,112
3951,143.2225,111
3952,134.0025,110
3953,144.005,109
3954,156.6675,108
3955,138.5975,107
3956,163.47,106
3957,142.835,105
3958,126.2375,104
3959,141.87,103
3960,105.555,102
3961,135.7075,101
3962,130.5975,100
3963,138.5975,99
3964,120.4375,98
3965,135.615,97
3966,133.6525,96
3967,112.785,95
3968,127.6475,94
3969,107.02,93
3970,113.7925,92
3971,116.61,91
3972,111.84,90
3973,85.4425,89
3974,105.79,88
3975,88.82,87
3976,92.2225,86
3977,99.2725,85
3978,80.3175,84
3979,130.7325,83
3980,85.5875,82
3981,95.375,81
3982,113.6175,80
3983,96.285,79
3984,122.565,78
3985,105.5125,77
3986,88.7225,76
3987,105.5,75
3988,76.0925,74
3989,79.0625,73
3990,97.1625,72
3991,101.145,71
3992,72.8825,70
3993,76.9175,69
3994,76.5725,68
3995,87.4325,67
3996,71.7925,66
3997,74.2775,65
3998,59.885,64
3999,72.4375,63
4000,76.9475,62
4001,63.2525,61
4002,59.0425,60
4003,79.465,59
4004,57.4825,58
4005,57.0875,57
4006,65.8625,56
4007,59.655,55
4008,68.8625,54
4009,70.5975,53
4010,55.7875,52
4011,53.8925,51
4012,51.21,50
4013,52.8775,49
4014,45.015,48
4015,210.8975,155
4016,192.19,154
4017,176.2575,153
4018,175.43,152
4019,198.1125,151
4020,186.715,150
4021,189.7675,149
4022,190.905,148
4023,193.14,147
4024,180.165,146
4025,190.01,145
4026,188.1825,144
4027,184.5625,143
4028,180.36,142
4029,180.5825,141
4030,188.4725,140
4031,186.7275,139
4032,173.36,138
4033,175.755,137
4034,169.65,136
4035,174.9725,135
4036,163.84,134
4037,171.2875,133
4038,168.0225,132
4039,165.0375,131
4040,171.1025,130
4041,180.0125,129
4042,159.66,128
4043,163.9825,127
4044,165.56,126
4045,170.4425,125
4046,164.79,124
4047,163.465,123
4048,162.3975,122
4049,177.2625,121
4050,154.735,120
4051,151.855,119
4052,146.4375,118
4053,156.925,117
4054,150.2475,116
4055,151.5175,115
4056,132.63,114
4057,146.22,113
4058,147.1825,112
4059,140.9325,111
4060,141.9775,110
4061,140.6475,109
4062,147.35,108
4063,141.0425,107
4064,139.085,106
4065,204.1825,209
4066,212.3025,208
4067,217.6725,207
4068,211.035,206
4069,212.9525,205
4070,211.565,204
4071,210.7275,203
4072,211.225,202
4073,219.1625,201
4074,202.4375,200
4075,197.8125,199
4076,214.77,198
4077,211.3475,197
4078,206.2525,196
4079,196.4175,195
4080,213.4025,194
4081,200.72,193
4082,199.4425,192
4083,197.0925,191
4084,191.7975,190
4085,201.7925,189
4086,203.2125,188
4087,191.465,187
4088,189.77,186
4089,201.3775,185
4090,188.31,184
4091,187.74,183
4092,199.9925,182
4093,190.9525,181
4094,180.4825,180
4095,188.2225,179
4096,185.485,178
4097,190.9825,177
4098,183.275,176
4099,192.1225,175
4100,169.18,174
4101,180.3725,173
4102,176.895,172
4103,171.7825,171
4104,176.1,170
4105,183.8375,169
4106,159.295,168
4107,170.835,167
4108,181.0,166
4109,173.1525,165
4110,175.105,164
4111,164.7675,163
4112,176.095,162
4113,162.1825,161
4114,157.965,160
4115,171.425,159
4116,174.7075,158
4117,154.4875,157
4118,169.9375,156
4119,163.435,155
4120,158.0325,154
4121,158.49,153
4122,177.845,152
4123,163.5625,151
4124,147.4725,150
4125,164.5125,149
4126,150.27,148
4127,178.04,147
4128,155.65,146
4129,175.6825,145
4130,155.9625,144
4131,158.3475,143
4132,156.895,142
4133,136.8125,141
4134,150.3975,140
4135,149.1925,139
4136,155.9525,138
4137,149.7175,137
4138,156.5775,136
4139,155.03,135
4140,133.1325,134
4141,148.25,133
4142,145.67,132
4143,148.77,131
4144,147.865,130
4145,146.94,129
4146,157.835,128
4147,152.83,127
4148,154.1775,126
4149,155.4875,125
4150,143.18,124
4151,141.955,123
4152,138.2375,122
4153,150.365,121
4154,140.5725,120
4155,135.5325,119
4156,140.8925,118
4157,142.805,117
4158,132.4375,116
4159,134.87,115
4160,122.1625,114
4161,142.9325,113
4162,122.3225,112
4163,152.705,111
4164,135.2225,110
4165,113.175,109
4166,129.575,108
4167,132.555,107
4168,134.1475,106
4169,127.6175,105
4170,129.12,104
4171,117.405,103
4172,114.2425,102
4173,128.0,101
4174,127.535,100
4175,108.705,99
4176,115.065,98
4177,102.1875,97
4178,115.04,96
4179,124.45,95
4180,120.8875,94
4181,133.4475,93
4182,109.5225,92
4183,121.6025,91
4184,122.64,90
4185,124.645,89
4186,98.9725,88
4187,122.2025,87
4188,125.115,86
4189,106.5525,85
4190,130.425,84
4191,146.3425,83
4192,117.6925,82
4193,111.9825,81
4194,121.3825,80
4195,125.2,79
4196,119.4675,78
4197,127.81,77
4198,114.6175,76
4199,109.4825,75
4200,106.8475,74
4201,109.6275,73
4202,106.445,72
4203,114.6625,71
4204,105.9175,70
4205,111.57,69
4206,133.2925,68
4207,117.6075,67
4208,116.9775,66
4209,106.8,65
4210,127.4175,64
4211,108.7775,63
4212,105.3425,62
4213,97.2325,61
4214,79.5925,60
4215,98.195,59
4216,101.05,58
4217,108.87,57
4218,92.76,56
4219,94.1525,55
4220,107.52,54
4221,93.56,53
4222,101.9175,52
4223,95.9775,51
4224,90.325,50
4225,97.15,49
4226,84.435,48
4227,97.4175,47
4228,99.1025,46
4229,75.135,45
4230,80.0975,44
4231,76.5975,43
4232,79.06,42
4233,64.7825,41
4234,70.2525,40
4235,51.06,39
4236,55.7825,38
4237,82.355,37
4238,81.755,36
4239,59.655,35
4240,64.5475,34
4241,46.3225,33
4242,69.8475,32
4243,64.5,31
4244,78.0375,30
4245,48.105,29
4246,57.7875,28
4247,42.2075,27
4248,32.1075,26
4249,40.755,25
4250,44.055,24
4251,30.2375,23
4252,24.36,22
4253,30.69,21
4254,35.58,20
4255,23.2725,19
4256,29.725,18
4257,28.73,17
4258,27.7225,16
4259,23.585,15
4260,23.145,14
4261,20.37,13
4262,17.4025,12
4263,12.98,11
4264,9.915,10
4265,7.0675,9
4266,10.4025,8
4267,6.1725,7
4268,189.1625,208
4269,209.7775,207
4270,185.29,206
4271,186.36,205
4272,187.5625,204
4273,179.4075,203
4274,194.17,202
4275,188.585,201
4276,191.2775,200
4277,183.71,199
4278,190.38,198
4279,187.9375,197
4280,188.6625,196
4281,183.1675,195
4282,177.4625,194
4283,179.6725,193
4284,188.9325,192
4285,178.165,191
4286,177.755,190
4287,182.35,189
4288,178.9525,188
4289,170.4275,187
4290,170.545,186
4291,169.2475,185
4292,181.1125,184
4293,180.095,183
4294,168.545,182
4295,179.12,181
4296,162.815,180
4297,164.67,179
4298,172.1875,178
4299,167.115,177
4300,168.845,176
4301,161.805,175
4302,172.4075,174
4303,150.03,173
4304,159.2275,172
4305,150.71,171
4306,152.115,170
4307,158.8475,169
4308,153.24,168
4309,161.3475,167
4310,154.4025,166
4311,147.3775,165
4312,150.3175,164
4313,141.43,163
4314,158.175,162
4315,143.3075,161
4316,147.9825,160
4317,138.505,159
4318,154.155,158
4319,141.9325,157
4320,144.7475,156
4321,149.625,155
4322,146.205,154
4323,135.8325,153
4324,146.6525,152
4325,135.2175,151
4326,137.04,150
4327,125.53,149
4328,133.555,148
4329,129.65,147
4330,137.65,146
4331,131.77,145
4332,154.82,144
4333,133.53,143
4334,129.68,142
4335,136.24,141
4336,124.3025,140
4337,118.5,139
4338,123.3325,138
4339,126.1325,137
4340,129.4375,136
4341,131.225,135
4342,128.0225,134
4343,124.12,133
4344,122.8625,132
4345,112.915,131
4346,112.3475,130
4347,122.3775,129
4348,107.5525,128
4349,111.8025,127
4350,122.4925,126
4351,113.7125,125
4352,103.065,124
4353,110.8075,123
4354,106.205,122
4355,111.6225,121
4356,105.825,120
4357,106.365,119
4358,105.945,118
4359,102.3325,117
4360,99.08,116
4361,109.915,115
4362,96.125,114
4363,108.4425,113
4364,90.165,112
4365,97.3925,111
4366,96.105,110
4367,74.215,109
4368,84.7075,108
4369,89.47,107
4370,92.9025,106
4371,84.5775,105
4372,87.5025,104
4373,106.315,103
4374,75.1175,102
4375,111.06,101
4376,99.0825,100
4377,95.055,99
4378,87.6775,98
4379,81.3225,97
4380,80.2275,96
4381,78.97,95
4382,81.9,94
4383,75.665,93
4384,93.1875,92
4385,72.6925,91
4386,82.1375,90
4387,85.4575,89
4388,77.69,88
4389,79.12,87
4390,69.8375,86
4391,78.565,85
4392,84.9475,84
4393,90.0675,83
4394,77.5675,82
4395,64.215,81
4396,70.305,80
4397,76.92,79
4398,84.26,78
4399,47.5075,77
4400,51.0225,76
4401,73.93,75
4402,57.5425,74
4403,54.885,73
4404,71.8225,72
4405,73.635,71
4406,82.9975,70
4407,64.23,69
4408,80.125,68
4409,66.885,67
4410,59.8525,66
4411,61.185,65
4412,66.0,64
4413,61.2625,63
4414,41.965,62
4415,41.86,61
4416,68.7825,60
4417,64.9225,59
4418,45.94,58
4419,49.8725,57
4420,48.9675,56
4421,48.2675,55
4422,69.52,54
4423,55.515,53
4424,38.4875,52
4425,48.9125,51
4426,47.3575,50
4427,37.525,49
4428,45.005,48
4429,54.71,47
4430,39.9475,46
4431,59.8725,45
4432,41.45,44
4433,54.6875,43
4434,34.8475,42
4435,22.445,41
4436,30.045,40
4437,40.1825,39
4438,41.9175,38
4439,34.03,37
4440,34.2825,36
4441,40.9625,35
4442,31.55,34
4443,17.3375,33
4444,16.935,32
4445,45.9875,31
4446,24.02,30
4447,20.8325,29
4448,26.655,28
4449,24.8275,27
4450,22.0075,26
4451,19.3475,25
4452,24.9575,24
4453,20.93,23
4454,13.565,22
4455,15.7225,21
4456,22.41,20
4457,24.4425,19
4458,20.5075,18
4459,14.485,17
4460,17.055,16
4461,18.9975,15
4462,10.7325,14
4463,17.9,13
4464,9.02,12
4465,7.8525,11
4466,204.1075,144
4467,205.46,143
4468,183.7225,142
4469,182.94,141
4470,187.4175,140
4471,200.0075,139
4472,184.965,138
4473,188.3875,137
4474,182.6725,136
4475,193.825,135
4476,191.095,134
4477,188.6325,133
4478,179.1975,132
4479,180.28,131
4480,172.865,130
4481,188.0675,129
4482,186.31,128
4483,170.83,127
4484,179.8275,126
4485,178.1,125
4486,187.4575,124
4487,180.3625,123
4488,169.4175,122
4489,172.6575,121
4490,167.3425,120
4491,171.7675,119
4492,174.78,118
4493,167.4,117
4494,172.055,116
4495,165.0825,115
4496,161.0575,114
4497,161.3875,113
4498,164.225,112
4499,163.9925,111
4500,159.8875,110
4501,156.815,109
4502,149.9075,108
4503,151.5575,107
4504,149.52,106
4505,145.725,105
4506,142.455,104
4507,149.475,103
4508,139.745,102
4509,146.6525,101
4510,147.11,100
4511,154.56,99
4512,147.8025,98
4513,124.685,97
4514,123.8225,96
4515,142.995,95
4516,138.9575,94
4517,142.9475,93
4518,134.925,92
4519,160.89,91
4520,131.64,90
4521,139.05,89
4522,128.08,88
4523,125.1025,87
4524,134.7775,86
4525,123.665,85
4526,129.3375,84
4527,132.9775,83
4528,121.6075,82
4529,126.0975,81
4530,137.46,80
4531,121.3775,79
